,EPPO_CODE,preferred_name,synonym,ds_language,EFSA_PHT,re,match_language,NCBI_TAXID
3003,,austropuccinia psidii,,,AustropucciniaPsidii-PHT,roya del guayabo,,
3004,,austropuccinia psidii,,,AustropucciniaPsidii-PHT,rust of eucalyptus,,
3005,,austropuccinia psidii,,,AustropucciniaPsidii-PHT,rust of guava,,
3006,,austropuccinia psidii,,,AustropucciniaPsidii-PHT,sabi\S*\s?byo,,
3007,,austropuccinia psidii,,,AustropucciniaPsidii-PHT,uredo rangelii,,
3008,,autographa californica,,,AutographaCalifornica-PHT,alfalfa looper,,
3009,,autographa californica,,,AutographaCalifornica-PHT,autographa californica,,
3010,,autographa californica,,,AutographaCalifornica-PHT,autographe de la luzerne,,
3011,,autographa californica,,,AutographaCalifornica-PHT,gusano medidor del frijol,,
3012,,avocado sunblotch viroid,,,AvocadoSunblotchViroid-PHT,asbvd,,
3013,,avocado sunblotch viroid,,,AvocadoSunblotchViroid-PHT,avocado sun blotch avsunviroid,,
3014,,avocado sunblotch viroid,,,AvocadoSunblotchViroid-PHT,avocado sun blotch viroid,,
3015,,avocado sunblotch viroid,,,AvocadoSunblotchViroid-PHT,sun blotch,,
3016,,avocado sunblotch viroid,,,AvocadoSunblotchViroid-PHT,sun blotch of avocado,,
3017,,ayyaria chaetophora,,,AyyariaChaetophora-PHT,ayyaria chaetophora,,
3018,,bactericera cockerelli,,,BactericeraCockerelli-PHT,b\w* cockerelli,,
3019,,bactericera cockerelli,,,BactericeraCockerelli-PHT,bactericera cockerelli,,
3020,,bactericera cockerelli,,,BactericeraCockerelli-PHT,amerikanischer\w* kartoffelblatts\S*\s?uger,,
3021,,bactericera cockerelli,,,BactericeraCockerelli-PHT,paratrioza cockerelli,,
3022,,bactericera cockerelli,,,BactericeraCockerelli-PHT,potato psyllid\w*,,
3023,,bactericera cockerelli,,,BactericeraCockerelli-PHT,psylle\w* d\w* pomme\w* de terre,,
3024,,bactericera cockerelli,,,BactericeraCockerelli-PHT,psylle\w* d\w* tomate\w*,,
3025,,bactericera cockerelli,,,BactericeraCockerelli-PHT,psyllid yellow\w*,,
3026,,bactericera cockerelli,,,BactericeraCockerelli-PHT,pulg\wn\w* saltador\w* de la papa,,
3027,,bactericera cockerelli,,,BactericeraCockerelli-PHT,pulg\wn\w* saltador\w* del tomate,,
3028,,bactericera cockerelli,,,BactericeraCockerelli-PHT,tomatenblatts\S*\s?uger,,
3029,,bactericera cockerelli,,,BactericeraCockerelli-PHT,tomato psyllid\w*,,
3030,,bactericera cockerelli,,,BactericeraCockerelli-PHT,trioza cockerelli,,
3031,,bactericera nigricornis,,,BactericeraNigricornis-PHT,bactericera brassicae,,
3032,,bactericera nigricornis,,,BactericeraNigricornis-PHT,bactericera nigricornis,,
3033,,bactericera nigricornis,,,BactericeraNigricornis-PHT,trioza brassicae,,
3034,,bactericera nigricornis,,,BactericeraNigricornis-PHT,trioza nigricornis,,
3035,,bactericera trigonica,,,BactericeraTrigonica-PHT,bactericera trigonica,,
3036,,bactericera trigonica,,,BactericeraTrigonica-PHT,carrot psyllid\w*,,
3037,,bactrocera adamantea,,,BactroceraAdamantea-PHT,b\w* adamantea,,
3038,,bactrocera adamantea,,,BactroceraAdamantea-PHT,bactrocera adamantea,,
3039,,bactrocera bryoniae,,,BactroceraBryoniae-PHT,bactrocera bryoniae,,
3040,,bactrocera carambolae,,,BactroceraCarambolae-PHT,carambola\wfruchtfliege,,
3041,,bactrocera carambolae,,,BactroceraCarambolae-PHT,mosca de la carambola,,
3042,,bactrocera carambolae,,,BactroceraCarambolae-PHT,bactrocera carambolae,,
3043,,bactrocera carambolae,,,BactroceraCarambolae-PHT,bactrocera sp\w* near dorsalis,,
3044,,bactrocera carambolae,,,BactroceraCarambolae-PHT,carambola fruit fly,,
3045,,bactrocera carambolae,,,BactroceraCarambolae-PHT,mosca del carambolo,,
3046,,bactrocera clarifemur,,,BactroceraClarifemur-PHT,b\w* clarifemur,,
3047,,bactrocera clarifemur,,,BactroceraClarifemur-PHT,bactrocera clarifemur,,
3048,,bactrocera connecta,,,BactroceraConnecta-PHT,b connecta,,
3049,,bactrocera connecta,,,BactroceraConnecta-PHT,bactrocera connecta,,
3050,,bactrocera cucurbitae,,,BactroceraCucurbitae-PHT,<!--Comment: ...-->,,
3051,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,bananin\w margasparn\w,,
3052,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,bactrocera dorsalis,,
3053,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,bactrocera philippinensis,,
3054,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,chaetodacus dorsalis,,
3055,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,chaetodacus ferrugineus,,
3056,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,chaetodacus ferrugineus dorsalis,,
3057,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,chaetodacus ferrugineus okinawanus,,
3058,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,dacus dorsalis,,
3059,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,dacus ferrugineus dorsalis,,
3060,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,dacus ferrugineus okinawanus,,
3061,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,mikan\wko\wmibae,,
3062,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,mosca\woriental\wdas\wfrutas,,
3063,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,mosca oriental de la fruta,,
3064,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,mouche des fruits asiatique\w*,,
3065,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,mouche orientale des arbres fruitiers,,
3066,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,oriental fruit fl\w*,,
3067,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,orientalische fruchtfliege,,
3068,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,philippines fruit fl\w*,,
3069,,bactrocera dorsalis,,,BactroceraDorsalis-PHT,strumeta dorsalis,,
3070,,bactrocera ernesti,,,BactroceraErnesti-PHT,b\w* ernesti,,
3071,,bactrocera ernesti,,,BactroceraErnesti-PHT,bactrocera ernesti,,
3072,,bactrocera facialis,,,BactroceraFacialis-PHT,bactrocera facialis,,
3073,,bactrocera facialis,,,BactroceraFacialis-PHT,chaetodacus facialis,,
3074,,bactrocera facialis,,,BactroceraFacialis-PHT,dacus facialis,,
3075,,bactrocera facialis,,,BactroceraFacialis-PHT,dacus tongensis,,
3076,,bactrocera facialis,,,BactroceraFacialis-PHT,strumeta facialis,,
3077,,bactrocera frauenfeldi,,,BactroceraFrauenfeldi-PHT,bactrocera frauenfeldi,,
3078,,bactrocera frauenfeldi,,,BactroceraFrauenfeldi-PHT,dacus frauenfeldi,,
3079,,bactrocera jarvisi,,,BactroceraJarvisi-PHT,bactrocera jarvisi,,
3080,,bactrocera jarvisi,,,BactroceraJarvisi-PHT,chaetodacus jarvisi,,
3081,,bactrocera jarvisi,,,BactroceraJarvisi-PHT,dacus jarvisi,,
3082,,bactrocera jarvisi,,,BactroceraJarvisi-PHT,jarvis's fruit fly,,
3083,,bactrocera kandiensis,,,BactroceraKandiensis-PHT,ceilonin\w margasparn\w,,
3084,,bactrocera kandiensis,,,BactroceraKandiensis-PHT,bactrocera kandiensis,,
3085,,bactrocera kandiensis,,,BactroceraKandiensis-PHT,bactrocera species d,,
3086,,bactrocera kraussi,,,BactroceraKraussi-PHT,bactrocera kraussi,,
3087,,bactrocera latifrons,,,BactroceraLatifrons-PHT,bactrocera latifrons,,
3088,,bactrocera latifrons,,,BactroceraLatifrons-PHT,dacus latifrons,,
3089,,bactrocera latifrons,,,BactroceraLatifrons-PHT,solanum fruit fl\w*,,
3090,,bactrocera latifrons,,,BactroceraLatifrons-PHT,solanum fruitfl\w*,,
3091,,bactrocera musae,,,BactroceraMusae-PHT,mosca de la fruta del pl\wtano,,
3092,,bactrocera musae,,,BactroceraMusae-PHT,bactrocera musae,,
3093,,bactrocera musae,,,BactroceraMusae-PHT,banana fruit fl\w*,,
3094,,bactrocera musae,,,BactroceraMusae-PHT,dacus musae,,
3095,,bactrocera musae,,,BactroceraMusae-PHT,strumeta musae,,
3096,,bactrocera neohumeralis,,,BactroceraNeohumeralis-PHT,bactrocera neohumeralis,,
3097,,bactrocera neohumeralis,,,BactroceraNeohumeralis-PHT,chaetodacus neohumeralis,,
3098,,bactrocera neohumeralis,,,BactroceraNeohumeralis-PHT,dacus neohumeralis,,
3099,,bactrocera neohumeralis,,,BactroceraNeohumeralis-PHT,dacus tryoni neohumeralis,,
3100,,bactrocera neohumeralis,,,BactroceraNeohumeralis-PHT,lesser queensland fruit fly,,
3101,,bactrocera papayae,,,BactroceraPapayae-PHT,asiatische papaya\wfruchtfliege,,
3102,,bactrocera papayae,,,BactroceraPapayae-PHT,bactrocera papayae,,
3103,,bactrocera papayae,,,BactroceraPapayae-PHT,bactrocera species b,,
3104,,bactrocera tryoni,,,BactroceraTryoni-PHT,mosca de la fruta de queenslandia,,
3105,,bactrocera tryoni,,,BactroceraTryoni-PHT,spie\wian\wioji margasparn\w,,
3106,,bactrocera tryoni,,,BactroceraTryoni-PHT,bactrocera tryoni,,
3107,,bactrocera tryoni,,,BactroceraTryoni-PHT,chaetodacus tryoni,,
3108,,bactrocera tryoni,,,BactroceraTryoni-PHT,dacus ferrugineus tryoni,,
3109,,bactrocera tryoni,,,BactroceraTryoni-PHT,dacus tryoni,,
3110,,bactrocera tryoni,,,BactroceraTryoni-PHT,mouche des fruits de queensland,,
3111,,bactrocera tryoni,,,BactroceraTryoni-PHT,queensland fruit fly,,
3112,,bactrocera tryoni,,,BactroceraTryoni-PHT,queenslandfruchtfliege,,
3113,,bactrocera tryoni,,,BactroceraTryoni-PHT,strumeta tryoni,,
3114,,bactrocera tryoni,,,BactroceraTryoni-PHT,tephritis tryoni,,
3115,,bactrocera tsuneonis,,,BactroceraTsuneonis-PHT,japanische zitrus\wfruchtfliege,,
3116,,bactrocera tsuneonis,,,BactroceraTsuneonis-PHT,bactrocera,,
3117,,bactrocera tsuneonis,,,BactroceraTsuneonis-PHT,bactrocera cheni,,
3118,,bactrocera tsuneonis,,,BactroceraTsuneonis-PHT,bactrocera tsuneonis,,
3119,,bactrocera tsuneonis,,,BactroceraTsuneonis-PHT,dacus cheni,,
3120,,bactrocera tsuneonis,,,BactroceraTsuneonis-PHT,dacus tsuneonis,,
3121,,bactrocera tsuneonis,,,BactroceraTsuneonis-PHT,japanese orange fly,,
3122,,bactrocera tsuneonis,,,BactroceraTsuneonis-PHT,japanese orange fruit fly,,
3123,,bactrocera tsuneonis,,,BactroceraTsuneonis-PHT,japanische citrusfruchtfliege,,
3124,,bactrocera tsuneonis,,,BactroceraTsuneonis-PHT,japanische mandarinfliege,,
3125,,bactrocera tsuneonis,,,BactroceraTsuneonis-PHT,mikanbae,,
3126,,bactrocera tsuneonis,,,BactroceraTsuneonis-PHT,mouche du citronnier,,
3127,,bactrocera tsuneonis,,,BactroceraTsuneonis-PHT,oriental citrus fly,,
3128,,bactrocera tsuneonis,,,BactroceraTsuneonis-PHT,tetradacus tsuneonis,,
3129,,bactrocera tsuneonis,,,BactroceraTsuneonis-PHT,ミカンバエ,,
3130,,bactrocera umbrosa,,,BactroceraUmbrosa-PHT,mandarinin\w margasparn\w,,
3131,,bactrocera umbrosa,,,BactroceraUmbrosa-PHT,artocarpus fruit fl\w*,,
3132,,bactrocera umbrosa,,,BactroceraUmbrosa-PHT,bactrocera fasciatipennis,,
3133,,bactrocera umbrosa,,,BactroceraUmbrosa-PHT,bactrocera umbrosa,,
3134,,bactrocera umbrosa,,,BactroceraUmbrosa-PHT,chaetodacus umbrosus,,
3135,,bactrocera umbrosa,,,BactroceraUmbrosa-PHT,dacus conformis,,
3136,,bactrocera umbrosa,,,BactroceraUmbrosa-PHT,dacus diffusus,,
3137,,bactrocera umbrosa,,,BactroceraUmbrosa-PHT,dacus fascipennis,,
3138,,bactrocera umbrosa,,,BactroceraUmbrosa-PHT,dacus frenchi,,
3139,,bactrocera umbrosa,,,BactroceraUmbrosa-PHT,dacus umbrosus,,
3140,,bactrocera umbrosa,,,BactroceraUmbrosa-PHT,strumeta conformis,,
3141,,bactrocera umbrosa,,,BactroceraUmbrosa-PHT,strumeta frenchi,,
3142,,bactrocera umbrosa,,,BactroceraUmbrosa-PHT,strumeta umbrosa,,
3143,,bactrocera zonata,,,BactroceraZonata-PHT,mosca del melocot\wn,,
3144,,bactrocera zonata,,,BactroceraZonata-PHT,persikin\w margasparn\w,,
3145,,bactrocera zonata,,,BactroceraZonata-PHT,pfirsichfruchtfliege,,
3146,,bactrocera zonata,,,BactroceraZonata-PHT,bactrocera zonata,,
3147,,bactrocera zonata,,,BactroceraZonata-PHT,dacus zonatus,,
3148,,bactrocera zonata,,,BactroceraZonata-PHT,dasyneura zonata,,
3149,,bactrocera zonata,,,BactroceraZonata-PHT,guava fruit fly,,
3150,,bactrocera zonata,,,BactroceraZonata-PHT,peach fruit fly,,
3151,,bactrocera zonata,,,BactroceraZonata-PHT,rivellia persicae,,
3152,,bactrocera zonata,,,BactroceraZonata-PHT,strumeta zonata,,
3153,,bagrada hilaris,,,BagradaHilaris-PHT,chinche bagrada,,
3154,,bagrada hilaris,,,BagradaHilaris-PHT,chinche pintada,,
3155,,bagrada hilaris,,,BagradaHilaris-PHT,bagrada bug,,
3156,,bagrada hilaris,,,BagradaHilaris-PHT,bagrada cruciferarum,,
3157,,bagrada hilaris,,,BagradaHilaris-PHT,bagrada hilaris,,
3158,,bagrada hilaris,,,BagradaHilaris-PHT,bagrada picta,,
3159,,bagrada hilaris,,,BagradaHilaris-PHT,painted bug,,
3160,,balclutha hebe,,,BalcluthaHebe-PHT,agellus guajanae,,
3161,,balclutha hebe,,,BalcluthaHebe-PHT,balclutha guajanae,,
3162,,balclutha hebe,,,BalcluthaHebe-PHT,balclutha hebe,,
3163,,balclutha hebe,,,BalcluthaHebe-PHT,balclutha rosea,,
3164,,balloon flower endornavirus,,,BalloonFlowerEndornavirus-PHT,balloon flower \S*\s?virus,,
3165,,balloon flower endornavirus,,,BalloonFlowerEndornavirus-PHT,balloon flower endornavirus,,
3166,,banana bract mosaic virus,,,BananaBractMosaicVirus-PHT,banana bract mosaic potyvirus,,
3167,,banana bract mosaic virus,,,BananaBractMosaicVirus-PHT,banana bract mosaic virus,,
3168,,banana bract mosaic virus,,,BananaBractMosaicVirus-PHT,bbrmv,,
3169,,banana bract mosaic virus,,,BananaBractMosaicVirus-PHT,bract mosaic of banana,,
3170,,banana bract mosaic virus,,,BananaBractMosaicVirus-PHT,mosa\wque de la bract\we de banane,,
3171,,banana streak virus,,,BananaStreakVirus-PHT,banana streak badnavirus,,
3172,,banana streak virus,,,BananaStreakVirus-PHT,banana streak gf virus,,
3173,,banana streak virus,,,BananaStreakVirus-PHT,banana streak mysore virus,,
3174,,banana streak virus,,,BananaStreakVirus-PHT,banana streak ol virus,,
3175,,banana streak virus,,,BananaStreakVirus-PHT,banana streak virus,,
3176,,banana streak virus,,,BananaStreakVirus-PHT,banana virus streak,,
3177,,banana streak virus,,,BananaStreakVirus-PHT,mosa\wque en tiret\w* du bananier,,
3178,,basilepta pallidula,,,BasileptaPallidula-PHT,basilepta pallidula,,
3179,,batocera rubus,,,BatoceraRubus-PHT,asiatischer kautschukbaumbohrer,,
3180,,batocera rubus,,,BatoceraRubus-PHT,batocera rubus,,
3181,,batocera rubus,,,BatoceraRubus-PHT,mango longhorn beetle\w*,,
3182,,batocera rubus,,,BatoceraRubus-PHT,panterboktor,,
3183,,batocera rubus,,,BatoceraRubus-PHT,rubber root borer\w*,,
3184,,batrachedra enormis,,,BatrachedraEnormis-PHT,batrachedra enormis,,
3185,,batrachedra enormis,,,BatrachedraEnormis-PHT,batrachedra knabi,,
3186,,batrachedra enormis,,,BatrachedraEnormis-PHT,large batrachedra moth,,
3187,,bean golden mosaic virus,,,BeanGoldenMosaicVirus-PHT,pavun kultamosaiikkivirus,,
3188,,bean golden mosaic virus,,,BeanGoldenMosaicVirus-PHT,v\wrus do mosaico dourado do feijoeiro,,
3189,,bean golden mosaic virus,,,BeanGoldenMosaicVirus-PHT,virus del mosaico dorado del fríjol,,
3190,,bean golden mosaic virus,,,BeanGoldenMosaicVirus-PHT,virus del mosaico dorado del poroto,,
3191,,bean golden mosaic virus,,,BeanGoldenMosaicVirus-PHT,ι\wς του χρυσo\w μωσα\wκο\w της φασολι\wς,,
3192,,bean golden mosaic virus,,,BeanGoldenMosaicVirus-PHT,bean golden mosaic begomovirus,,
3193,,bean golden mosaic virus,,,BeanGoldenMosaicVirus-PHT,bean golden mosaic bigeminivirus,,
3194,,bean golden mosaic virus,,,BeanGoldenMosaicVirus-PHT,bean golden mosaic geminivirus,,
3195,,bean golden mosaic virus,,,BeanGoldenMosaicVirus-PHT,bean golden mosaic virus,,
3196,,bean golden mosaic virus,,,BeanGoldenMosaicVirus-PHT,bgm virus,,
3197,,bean golden mosaic virus,,,BeanGoldenMosaicVirus-PHT,golden mosaic of beans,,
3198,,bean golden mosaic virus,,,BeanGoldenMosaicVirus-PHT,mosa\wque dor\we du haricot,,
3199,,bean golden mosaic virus,,,BeanGoldenMosaicVirus-PHT,mosaico dorado del frijol,,
3200,,beet curly top virus,,,BeetCurlyTopVirus-PHT,juurikkaan k\wppyr\w latva virus,,
3201,,beet curly top virus,,,BeetCurlyTopVirus-PHT,juurikkaan k\wppyr\wlatvavirus,,
3202,,beet curly top virus,,,BeetCurlyTopVirus-PHT,v\wrus do encaracolado da beterraba,,
3203,,beet curly top virus,,,BeetCurlyTopVirus-PHT,virus del rizado apical de la remolacha,,
3204,,beet curly top virus,,,BeetCurlyTopVirus-PHT,ι\wς της κατσαρ\wς κορυφ\wς των τε\wτλων,,
3205,,beet curly top virus,,,BeetCurlyTopVirus-PHT,кърли топ вирус,,
3206,,beet curly top virus,,,BeetCurlyTopVirus-PHT,beet curly top curtovirus,,
3207,,beet curly top virus,,,BeetCurlyTopVirus-PHT,beet curly top virus,,
3208,,beet curly top virus,,,BeetCurlyTopVirus-PHT,curly leaf of sugarbeet,,
3209,,beet curly top virus,,,BeetCurlyTopVirus-PHT,curly top of beet,,
3210,,beet curly top virus,,,BeetCurlyTopVirus-PHT,curly top of sugarbeet,,
3211,,beet curly top virus,,,BeetCurlyTopVirus-PHT,green dwarf of potato,,
3212,,beet curly top virus,,,BeetCurlyTopVirus-PHT,kr\wuselschopfkrankheit\w* r\wbe,,
3213,,beet curly top virus,,,BeetCurlyTopVirus-PHT,potato green dwarf virus,,
3214,,beet curly top virus,,,BeetCurlyTopVirus-PHT,sugarbeet curly leaf virus,,
3215,,beet curly top virus,,,BeetCurlyTopVirus-PHT,sugarbeet virus,,
3216,,beet curly top virus,,,BeetCurlyTopVirus-PHT,tomato yellows virus,,
3217,,beet curly top virus,,,BeetCurlyTopVirus-PHT,western yellow blight virus,,
3218,,beet curly top virus,,,BeetCurlyTopVirus-PHT,yellows of tomato,,
3219,,beet soil borne mosaic virus,,,BeetSoilBorneMosaicVirus-PHT,beet soil\S*\s?borne mosaic virus,,
3220,,beet soil borne mosaic virus,,,BeetSoilBorneMosaicVirus-PHT,BSBMV,,
3221,,begonia flower breaking virus,,,BegoniaFlowerBreakingVirus-PHT,begonia flower breaking virus,,
3222,,bell pepper alphaendornavirus,,,BellPepperAlphaendornavirus-PHT,bell pepper alphaendornavirus,,
3223,,bell pepper alphaendornavirus,,,BellPepperAlphaendornavirus-PHT,bell pepper endornavirus,,
3224,,bell pepper mottle virus,,,BellPepperMottleVirus-PHT,bell pepper mottle virus,,
3225,,bell pepper mottle virus,,,BellPepperMottleVirus-PHT,belpmv,,
3226,,bemisia tabaci,,,BemisiaTabaci-PHT,bomullsmj\wllus,,
3227,,bemisia tabaci,,,BemisiaTabaci-PHT,etel\wnjauhiainen,,
3228,,bemisia tabaci,,,BemisiaTabaci-PHT,molice bavln\wkov\w,,
3229,,bemisia tabaci,,,BemisiaTabaci-PHT,mosca\S*\s?branca\S*\s?da\S*\s?batata\S*\s?doce,,
3230,,bemisia tabaci,,,BemisiaTabaci-PHT,mosca\S*\s?branca\S*\s?do\S*\s?feij\wo,,
3231,,bemisia tabaci,,,BemisiaTabaci-PHT,mosca blanca del tabaco,,
3232,,bemisia tabaci,,,BemisiaTabaci-PHT,pepper mild tigré virus,,
3233,,bemisia tabaci,,,BemisiaTabaci-PHT,tabakinis baltasparnis,,
3234,,bemisia tabaci,,,BemisiaTabaci-PHT,tabakswittevlieg,,
3235,,bemisia tabaci,,,BemisiaTabaci-PHT,virusul mozaicului galben al fasolei,,
3236,,bemisia tabaci,,,BemisiaTabaci-PHT,тютюнева белокрилка,,
3237,,bemisia tabaci,,,BemisiaTabaci-PHT,aleirode delle solanacee,,
3238,,bemisia tabaci,,,BemisiaTabaci-PHT,aleurode,,
3239,,bemisia tabaci,,,BemisiaTabaci-PHT,aleurode de la patate douce,,
3240,,bemisia tabaci,,,BemisiaTabaci-PHT,aleurode delle solanacee,,
3241,,bemisia tabaci,,,BemisiaTabaci-PHT,aleurode du cotonnier,,
3242,,bemisia tabaci,,,BemisiaTabaci-PHT,aleurode du tabac,,
3243,,bemisia tabaci,,,BemisiaTabaci-PHT,aleurodes tabaci,,
3244,,bemisia tabaci,,,BemisiaTabaci-PHT,baumwollmottenschildlaus,,
3245,,bemisia tabaci,,,BemisiaTabaci-PHT,bean golden mosaic virus,,
3246,,bemisia tabaci,,,BemisiaTabaci-PHT,bemisia achyranthes,,
3247,,bemisia tabaci,,,BemisiaTabaci-PHT,bemisia bahiana,,
3248,,bemisia tabaci,,,BemisiaTabaci-PHT,bemisia emiliae,,
3249,,bemisia tabaci,,,BemisiaTabaci-PHT,bemisia goldingi,,
3250,,bemisia tabaci,,,BemisiaTabaci-PHT,bemisia gossypiperda,,
3251,,bemisia tabaci,,,BemisiaTabaci-PHT,bemisia hibisci,,
3252,,bemisia tabaci,,,BemisiaTabaci-PHT,bemisia inconspicua,,
3253,,bemisia tabaci,,,BemisiaTabaci-PHT,bemisia longispina,,
3254,,bemisia tabaci,,,BemisiaTabaci-PHT,bemisia lonicerae,,
3255,,bemisia tabaci,,,BemisiaTabaci-PHT,bemisia manihotis,,
3256,,bemisia tabaci,,,BemisiaTabaci-PHT,bemisia minima,,
3257,,bemisia tabaci,,,BemisiaTabaci-PHT,bemisia minuscula,,
3258,,bemisia tabaci,,,BemisiaTabaci-PHT,bemisia nigeriensis,,
3259,,bemisia tabaci,,,BemisiaTabaci-PHT,bemisia rhodesiaensis,,
3260,,bemisia tabaci,,,BemisiaTabaci-PHT,bemisia tabaci,,
3261,,bemisia tabaci,,,BemisiaTabaci-PHT,bemisia vayssieri,,
3262,,bemisia tabaci,,,BemisiaTabaci-PHT,beyaz sinek,,
3263,,bemisia tabaci,,,BemisiaTabaci-PHT,cassava whitefly,,
3264,,bemisia tabaci,,,BemisiaTabaci-PHT,cotton whitefly,,
3265,,bemisia tabaci,,,BemisiaTabaci-PHT,cowpea mild mottle virus,,
3266,,bemisia tabaci,,,BemisiaTabaci-PHT,euphorbia mosaic virus,,
3267,,bemisia tabaci,,,BemisiaTabaci-PHT,florida tomato virus,,
3268,,bemisia tabaci,,,BemisiaTabaci-PHT,knimat ash hatabak,,
3269,,bemisia tabaci,,,BemisiaTabaci-PHT,lettuce infectious yellows virus,,
3270,,bemisia tabaci,,,BemisiaTabaci-PHT,mosca-branca-do-feij\wo,,
3271,,bemisia tabaci,,,BemisiaTabaci-PHT,mosquita blanca del tabaco,,
3272,,bemisia tabaci,,,BemisiaTabaci-PHT,silverleaf whitefly,,
3273,,bemisia tabaci,,,BemisiaTabaci-PHT,silver-leaf whitefly,,
3274,,bemisia tabaci,,,BemisiaTabaci-PHT,squash leaf curl virus,,
3275,,bemisia tabaci,,,BemisiaTabaci-PHT,sweet-potato whitefly,,
3276,,bemisia tabaci,,,BemisiaTabaci-PHT,tabakmottenschildlaus,,
3277,,bemisia tabaci,,,BemisiaTabaci-PHT,tobacco whitefly,,
3278,,bemisia tabaci,,,BemisiaTabaci-PHT,weiße Fliege,,
3279,,bitylenchus aerolatus,,,BitylenchusAerolatus-PHT,bitylenchus aerolatus,,
3280,,bitylenchus ventrosignatus,,,BitylenchusVentrosignatus-PHT,bitylenchus ventrosignatus,,
3281,,blapstinus sp,,,BlapstinusSp-PHT,blapstinus,,
3282,,blightandblight-like,,,Blightandblight-like-PHT,blight y an\wlogos,,
3283,,blightandblight-like,,,Blightandblight-like-PHT,ferrugem ou tipo ferrugem,,
3284,,blightandblight-like,,,Blightandblight-like-PHT,blight and blight like,,
3285,,blightandblight-like,,,Blightandblight-like-PHT,blight of potato,,
3286,,blightandblight-like,,,Blightandblight-like-PHT,blight of tomato,,
3287,,blitopertha orientalis,,,BlitoperthaOrientalis-PHT,anomala orientalis,,
3288,,blitopertha orientalis,,,BlitoperthaOrientalis-PHT,asiatic beetle\w*,,
3289,,blitopertha orientalis,,,BlitoperthaOrientalis-PHT,blitopertha orientalis,,
3290,,blitopertha orientalis,,,BlitoperthaOrientalis-PHT,exomala orientalis,,
3291,,blitopertha orientalis,,,BlitoperthaOrientalis-PHT,oriental beetle\w*,,
3292,,blitopertha orientalis,,,BlitoperthaOrientalis-PHT,phyllopertha orientalis,,
3293,,blitopertha orientalis,,,BlitoperthaOrientalis-PHT,scarab\we oriental,,
3294,,blitopertha orientalis,,,BlitoperthaOrientalis-PHT,spotted chafer,,
3295,,blueberry green mosaic associated virus,,,BlueberryGreenMosaicAssociatedVirus-PHT,blueberry green mosaic,,
3296,,blueberry green mosaic associated virus,,,BlueberryGreenMosaicAssociatedVirus-PHT,blueberry green mosaic\S*\s?associated virus,,
3297,,blueberry leaf mottle virus,,,BlueberryLeafMottleVirus-PHT,pensasmustikan lehtil\wikk\wvirus,,
3298,,blueberry leaf mottle virus,,,BlueberryLeafMottleVirus-PHT,pensasmustikan lehtil\wisk\wvirus,,
3299,,blueberry leaf mottle virus,,,BlueberryLeafMottleVirus-PHT,v\wrus do marmoreado folear do mirtilo,,
3300,,blueberry leaf mottle virus,,,BlueberryLeafMottleVirus-PHT,virus del moteado de la hoja de ar\wndano,,
3301,,blueberry leaf mottle virus,,,BlueberryLeafMottleVirus-PHT,ι\wς της ποικιλοχλ\wρωσης των φ\wλλων του μπλε μ\wρτιλλου,,
3302,,blueberry leaf mottle virus,,,BlueberryLeafMottleVirus-PHT,blueberry leaf mottle nepovirus,,
3303,,blueberry leaf mottle virus,,,BlueberryLeafMottleVirus-PHT,blueberry leaf mottle virus,,
3304,,blueberry scorch virus,,,BlueberryScorchVirus-PHT,blauwe\S*\s?bessenverdorringsvirus,,
3305,,blueberry scorch virus,,,BlueberryScorchVirus-PHT,v\wrus do escald\wo do mirtilo,,
3306,,blueberry scorch virus,,,BlueberryScorchVirus-PHT,virus de la bru\widura necr\wtica del ar\wndano,,
3307,,blueberry scorch virus,,,BlueberryScorchVirus-PHT,ι\wς του εγκα\wματος του μπλε μ\wρτιλλου,,
3308,,blueberry scorch virus,,,BlueberryScorchVirus-PHT,blueberry scorch carlavirus,,
3309,,blueberry scorch virus,,,BlueberryScorchVirus-PHT,blueberry scorch virus,,
3310,,blueberry scorch virus,,,BlueberryScorchVirus-PHT,scorch of blueberry,,
3311,,blueberry shoestring virus,,,BlueberryShoestringVirus-PHT,blueberry shoestring sobemovirus,,
3312,,bothrogonia ferruginea,,,BothrogoniaFerruginea-PHT,amblycephalus ferrugineus,,
3313,,bothrogonia ferruginea,,,BothrogoniaFerruginea-PHT,b eana,,
